StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q16,Q12,Q13,Q14
9/18/20 8:45,9/18/20 8:48,IP Address,98.212.40.250,100,180,TRUE,9/18/20 8:48,R_2c1m1CuNRaN671m,,,,,42.04870605,-87.89050293,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Disagree,Neither agree nor disagree,"Futuristic yet simple style, neat accessories within vehicle",Not a lot of availability for SUVs although slowing getting there,34,Female,Bachelor's Degree,,Suburban,Yes,Illinois,Des Plaines,No
9/18/20 8:52,9/18/20 8:54,IP Address,100.38.185.184,100,102,TRUE,9/18/20 8:54,R_3UAeAueZ1uy1fpf,,,,,40.60020447,-74.14689636,anonymous,EN,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,,,32,Female,Bachelor's Degree,,Urban,Yes,New York,Staten island,No
9/18/20 8:14,9/18/20 8:55,IP Address,73.51.71.172,100,2450,TRUE,9/18/20 8:55,R_3PRVoVPMp2XT0Na,,,,,41.94500732,-87.79959869,anonymous,EN,Disagree,Somewhat agree,Disagree,Agree,Agree,Disagree,Somewhat agree,"Reduce carbon footprint, save more money on gas",Affordability,33,Male,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,IL,Chicago,No
9/18/20 9:44,9/18/20 9:46,IP Address,156.146.50.198,100,68,TRUE,9/18/20 9:46,R_33BcIvX5zV21j8O,,,,,41.84829712,-87.65170288,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Lower costs when it comes to energy consumption and the reduction of my overall carbon footprint.,Competitive pricing.,29,Male,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,Illinois,Chicago,No
9/18/20 11:38,9/18/20 11:41,IP Address,99.10.77.175,100,207,TRUE,9/18/20 11:41,R_3hrz4hRt9m1JUUY,,,,,34.10569763,-118.328598,anonymous,EN,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,"I drive a Jeep Wrangler, so not spending so much on gas! ",They aren't very many options when you go shopping for one. ,28,Female,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,California,Los Angeles,No
9/18/20 11:57,9/18/20 12:00,IP Address,99.190.125.84,100,172,TRUE,9/18/20 12:00,R_2q7slEAgBlGbt7t,,,,,42.28529358,-87.95320129,anonymous,EN,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Saving gas, tech ology",Assurance of safety and reliability ,43,Male,Some College,"$120,000 - $160,000",Suburban,Yes,Il,Mundelein ,Yes
9/18/20 12:08,9/18/20 12:11,IP Address,73.246.172.76,100,162,TRUE,9/18/20 12:11,R_DPguny1G32cLS3n,,,,,41.80400085,-87.70700073,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,,Charging station availability,31,Male,Bachelor's Degree,,Urban,Yes,IL,Chicago,No
9/18/20 12:10,9/18/20 12:11,IP Address,103.252.202.176,100,88,TRUE,9/18/20 12:11,R_UEX1n6cn71Z5qlH,,,,,1.325698853,103.9108887,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Environmental and less money spent on petrol,Available charging stations around,31,Female,Bachelor's Degree,"$120,000 - $160,000",Urban,No,,,No
9/18/20 13:43,9/18/20 13:45,IP Address,24.13.62.65,100,129,TRUE,9/18/20 13:45,R_2WIocOyp4P9xGlv,,,,,41.94569397,-87.73930359,anonymous,EN,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,Disagree,Low maintenance ,Charging network,28,Male,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,IL,Chicago,Yes
9/18/20 14:55,9/18/20 14:57,IP Address,207.229.136.40,100,103,TRUE,9/18/20 14:57,R_xhfxMH6UgwXykLv,,,,,42.03540039,-87.73699951,anonymous,EN,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Disagree,Agree,Reduced carbon footprint. No more buying gas.,Efficiency and issues with potential environmental hazards with the use of batteries ,30,Male,Doctorate Degree,"$40,000 - 80,000",Suburban,Yes,Illinois,Chicago,No
9/18/20 15:42,9/18/20 15:46,IP Address,154.21.212.7,100,190,TRUE,9/18/20 15:46,R_1IxVMfkuJsoRINt,,,,,37.75100708,-97.8219986,anonymous,EN,Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,"Low per/mile costs, home recharging, awesome cars overall. ",Limited range and ability to conveniently recharge on long trips. Maintenance costs and low resale value. ,30,Male,Bachelor's Degree,"$80,000 - 120,000",Suburban,Yes,CA,Palo Alto,No
9/18/20 15:49,9/18/20 15:51,IP Address,172.58.142.157,100,120,TRUE,9/18/20 15:51,R_1o6jff59J7Y7eHo,,,,,41.99049377,-87.66790009,anonymous,EN,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,The fact that I don’t have to pump gas in it.,Aesthetic,28,Female,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,IL,Chicago,No
9/18/20 15:54,9/18/20 15:56,IP Address,75.150.254.241,100,121,TRUE,9/18/20 15:56,R_ptwx1lrQWTrHK7f,,,,,41.58729553,-87.51029968,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Reducing my carbon footprint while also spending no money on gas.,Not enough variety to choose from,32,Male,Bachelor's Degree,"$200,000 - $300,000",Urban,Yes,Illinois,Chicago,No
9/18/20 16:45,9/18/20 16:49,IP Address,73.75.32.31,100,252,TRUE,9/18/20 16:49,R_7WDWgWNF01xalkB,,,,,41.92089844,-87.70429993,anonymous,EN,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Decreased ECO footprint ,Charging availability ,27,Female,Master's Degree,"$40,000 - 80,000",Urban,Yes,Illinois ,Chicago ,No
9/18/20 16:46,9/18/20 16:49,IP Address,67.175.46.248,100,186,TRUE,9/18/20 16:50,R_1dishXYHvrfYEzg,,,,,42.01069641,-87.66570282,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,carbon footprint,I don't know,31,Female,Master's Degree,"$120,000 - $160,000",Urban,Yes,Illinois,Chicago,No
9/18/20 16:46,9/18/20 16:50,IP Address,47.185.225.113,100,210,TRUE,9/18/20 16:50,R_1oqjRX9hUvObQO8,,,,,33.01480103,-96.61889648,anonymous,EN,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,"Good for the environment, newer electric cars have better power as well",More variety/options,31,Male,Some College,"$80,000 - 120,000",Suburban,Yes,Texas,Plano,No
9/18/20 16:59,9/18/20 17:01,IP Address,174.196.135.215,100,110,TRUE,9/18/20 17:01,R_1pVUxPUcKumn66C,,,,,38.76089478,-77.15529633,anonymous,EN,Somewhat disagree,,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,,,29,Female,Doctorate Degree,"$80,000 - 120,000",Urban,Yes,District of columbia,Washington ,No
9/18/20 17:12,9/18/20 17:15,IP Address,136.49.41.2,100,189,TRUE,9/18/20 17:15,R_3pmwwHyuBQ3CBa8,,,,,30.24229431,-97.76719666,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Not having to spend money on gas. Carbon footprint. ,Distance with single charge. Ability to recharge at home (such as for a person living in an apartment ),33,Female,Doctorate Degree,"$200,000 - $300,000",Urban,Yes,Texas,Austin,No
9/18/20 17:33,9/18/20 17:36,IP Address,192.34.42.46,100,176,TRUE,9/18/20 17:36,R_31XdFvzcVGeKvmR,,,,,32.97610474,-115.5290985,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,"Rechargeable, reduction of gas consumption, more efficient",Battery improvements/replacement of expensive batteries after a couple of years,32,Male,Master's Degree,"$80,000 - 120,000",Urban,Yes,California,San Diego,No
9/18/20 17:35,9/18/20 17:44,IP Address,99.9.232.19,100,538,TRUE,9/18/20 17:44,R_1mqniDGKFQzWfWt,,,,,39.01690674,-94.31369781,anonymous,EN,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Lower operating cost,Size and range,63,Female,Bachelor's Degree,"$80,000 - 120,000",Suburban,Yes,Missouri,Blue Springs,No
9/18/20 18:17,9/18/20 18:19,IP Address,103.42.217.68,100,151,TRUE,9/18/20 18:19,R_3ivQRCwptWx7IdS,,,,,16.78269958,96.17709351,anonymous,EN,Somewhat agree,Agree,Disagree,Strongly agree,Agree,Disagree,Somewhat agree,31,Availability of charging point in our county’,32,Male,Bachelor's Degree,"$80,000 - 120,000",Urban,No,,Yangon,No
9/18/20 20:01,9/18/20 20:02,IP Address,174.237.10.125,100,85,TRUE,9/18/20 20:02,R_3NwficVvFUcQn0w,,,,,35.07809448,-106.6583023,anonymous,EN,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Savings on gasoline ,Distance ,32,Female,Master's Degree,"$40,000 - 80,000",Suburban,Yes,Texas,El Paso ,No
9/18/20 20:40,9/18/20 20:45,IP Address,70.113.85.57,100,280,TRUE,9/18/20 20:45,R_2tDwpArPctBLmPj,,,,,30.27209473,-97.6867981,anonymous,EN,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Agree,,It's not the cars themselves. It's the infrastructure. My condo building has no way for me to install a charger and driving to my hometown (Little Rock) from Austin would take so much longer given the the and few locations to recharge. ,41,Male,Master's Degree,"$160,000 - $200,000",Urban,Yes,Texas,Austin,No
9/18/20 21:14,9/18/20 21:20,IP Address,103.73.237.240,100,356,TRUE,9/18/20 21:20,R_1GU1Hqm448Wy4NV,,,,,16.78269958,96.17709351,anonymous,EN,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Neither agree nor disagree,,,34,Male,Bachelor's Degree,"Less than $40,000",Suburban,No,yangon,yangon ,No
9/18/20 22:29,9/18/20 22:30,IP Address,75.7.170.155,100,91,TRUE,9/18/20 22:30,R_UWKK8zkj5vQqiwp,,,,,32.93789673,-96.83840179,anonymous,EN,Strongly Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Saving the environment ,Range,29,Male,Master's Degree,"$40,000 - 80,000",Urban,Yes,Tx,Dallas,No
9/18/20 22:42,9/18/20 22:44,IP Address,172.126.19.3,100,126,TRUE,9/18/20 22:44,R_xGzs3Z5SM30Wd5T,,,,,32.98800659,-96.68840027,anonymous,EN,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,64,Female,Bachelor's Degree,,Suburban,Yes,Texas,Richardson ,No
9/18/20 23:18,9/18/20 23:20,IP Address,103.231.92.178,100,106,TRUE,9/18/20 23:20,R_1I3EgvPgbfvcOcY,,,,,16.78269958,96.17709351,anonymous,EN,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,,,,,Master's Degree,,Urban,No,,,No
9/18/20 23:21,9/18/20 23:24,IP Address,109.41.67.214,100,148,TRUE,9/18/20 23:24,R_O1HKN5SNCm89nDH,,,,,53.55439758,9.994598389,anonymous,EN,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Environmentally friendly ,Pricing ,42,Male,Master's Degree,"$120,000 - $160,000",Urban,No,Gernany,Hamburg,No
9/18/20 23:39,9/18/20 23:42,IP Address,84.137.3.63,100,145,TRUE,9/18/20 23:42,R_1JQpSPYAXQQT9Gr,,,,,50.35670471,7.593200684,anonymous,EN,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,,,38,Male,Doctorate Degree,"$200,000 - $300,000",Suburban,No,Germany/Rhineland Palatinate,Koblenz,No
9/18/20 23:53,9/18/20 23:56,IP Address,69.160.24.149,100,153,TRUE,9/18/20 23:56,R_28V9Vv3dUxUGIFu,,,,,16.78269958,96.17709351,anonymous,EN,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Design,Reliability,32,Female,Master's Degree,,Urban,No,Yangon,Yangon,No
9/19/20 0:04,9/19/20 0:07,IP Address,203.81.83.199,100,156,TRUE,9/19/20 0:07,R_1IZ2WzmpzaZUYww,,,,,22,96.08331299,anonymous,EN,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Not having to pay for the Petrol. Reduce carbon footprint.,Not so accessible for every country/context. High maintenance.  ,23,Male,Bachelor's Degree,"Less than $40,000",Urban,No,,Yangon,No
9/19/20 0:19,9/19/20 0:23,IP Address,24.112.16.93,100,225,TRUE,9/19/20 0:23,R_3KCw3LrRKiS89Jf,,,,,34.00259399,-96.3832016,anonymous,EN,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Eco friendly,"Doesn’t seem to be at the same prices as comparable gas cars, can’t go as long as I’d like without charging, not set up to charge at my house ",28,Female,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,Texas,Frisco,No
9/19/20 0:30,9/19/20 0:32,IP Address,89.247.252.154,100,94,TRUE,9/19/20 0:32,R_3PuwJP9ZJUydigM,,,,,52.44369507,13.50520325,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,None. I hate all cars,Free public transport,43,Male,Doctorate Degree,"$40,000 - 80,000",Urban,No,Germany,Berlin,No
9/19/20 1:42,9/19/20 1:44,IP Address,84.141.89.100,100,129,TRUE,9/19/20 1:44,R_1C0YFJVWRECAmxH,,,,,51.53250122,9.942092896,anonymous,EN,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Disagree,Somewhat agree,,,42,Female,Master's Degree,"$40,000 - 80,000",Urban,No,Germany,Göttingen ,No
9/19/20 4:35,9/19/20 4:39,IP Address,208.114.92.16,100,262,TRUE,9/19/20 4:39,R_3jeoxEp9TcvesWJ,,,,,39.55940247,-95.13040161,anonymous,EN,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,No buying petro and better for environment,Affordability ,58,Female,Some College,"$40,000 - 80,000",Rural,Yes,Kansas ,Atchison,No
9/19/20 5:15,9/19/20 5:18,IP Address,89.14.253.71,100,174,TRUE,9/19/20 5:18,R_31SHuN1uTuZve3L,,,,,52.53120422,13.38780212,anonymous,EN,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,They're silent,A proper range,35,Male,Bachelor's Degree,"$40,000 - 80,000",Urban,No,Berlin,Berlin,No
9/19/20 10:58,9/19/20 10:59,IP Address,50.201.196.100,100,107,TRUE,9/19/20 10:59,R_3kzInYhNfD8Zq3p,,,,,42.03050232,-88.37809753,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,"No gas needed, saves money",Distance for long trips,28,Female,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,Illinois,Pingree Grove,No
9/19/20 11:43,9/19/20 11:44,IP Address,91.1.91.79,100,56,TRUE,9/19/20 11:44,R_1I74mbIOI1sOl7S,,,,,52.47770691,13.29510498,anonymous,EN,,,,,,,,,,,,,,,,,,
9/19/20 11:52,9/19/20 11:54,IP Address,104.200.129.62,100,150,TRUE,9/19/20 11:54,R_3NNX7HDg94sTBJy,,,,,47.60319519,-122.3412018,anonymous,EN,Disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,,,29,Other,Bachelor's Degree,"Less than $40,000",Urban,Yes,Oregon ,Portland ,No
9/19/20 11:53,9/19/20 11:55,IP Address,72.205.64.100,100,113,TRUE,9/19/20 11:55,R_1NymoiBkh9tJekv,,,,,34.43980408,-119.7314987,anonymous,EN,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly Disagree,Neither agree nor disagree,,,32,Female,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,California ,Santa Barbara ,No
9/19/20 14:45,9/19/20 14:59,IP Address,174.86.252.84,100,824,TRUE,9/19/20 14:59,R_1N2lPCv1pGuhVsy,,,,,38.54229736,-89.95880127,anonymous,EN,Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Doing something good for the environment.,Distance traveled on one charge,37,Female,Bachelor's Degree,"$120,000 - $160,000",Suburban,Yes,IL,,No
9/19/20 18:16,9/19/20 18:20,IP Address,50.102.69.185,100,232,TRUE,9/19/20 18:20,R_3PFBAeRxWEy1TkR,,,,,41.22909546,-85.32949829,anonymous,EN,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,,,34,Male,Master's Degree,"$80,000 - 120,000",Suburban,Yes,IL,Lombard,No
9/19/20 18:18,9/19/20 18:21,IP Address,24.216.124.45,100,167,TRUE,9/19/20 18:21,R_1BQ35pzxluKC3GO,,,,,38.57589722,-90.51670074,anonymous,EN,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,ROI,"National, broadly available infrastructure for recharging.",50,Male,Doctorate Degree,,Suburban,Yes,MO,St. Louis,No
9/19/20 20:23,9/19/20 20:25,IP Address,76.183.147.66,100,99,TRUE,9/19/20 20:25,R_3QMDlM7AYnIqIDq,,,,,32.96359253,-96.74680328,anonymous,EN,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,,,35,Female,Master's Degree,"$120,000 - $160,000",Suburban,Yes,TX,Richardson,No
9/19/20 23:18,9/19/20 23:20,IP Address,76.176.58.233,100,79,TRUE,9/19/20 23:20,R_1OCBWAeZ6zAjtWN,,,,,33.02870178,-117.0845947,anonymous,EN,Strongly Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,no service,high price,44,Male,Master's Degree,,Suburban,Yes,,,
9/20/20 4:27,9/20/20 4:30,IP Address,103.231.94.165,100,132,TRUE,9/20/20 4:30,R_2zpSoQm5GNvGSrf,,,,,16.78269958,96.17709351,anonymous,EN,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly agree,Disagree,Somewhat agree,traction and cargo space,traction and cargo space,32,Male,Master's Degree,"$40,000 - 80,000",Urban,No,Myanmar,Yangon,No
9/20/20 7:08,9/20/20 7:13,IP Address,99.112.160.45,100,307,TRUE,9/20/20 7:13,R_3mleNbCfb5nlUE1,,,,,30.37730408,-97.70999908,anonymous,EN,Somewhat agree,Agree,Agree,Disagree,Strongly agree,Agree,Neither agree nor disagree,,I honestly don’t know much about electric cars other than Tesla. ,24,Female,Master's Degree,"$80,000 - 120,000",Suburban,Yes,Tx ,Austin,No
